output	ASV	DFP.024	DFP.025	DFP.026	DFP.027	DFP.028	DFP.029	DFP.030	DFP.031	DFP.032	DFP.000	DFP.001	DFP.002	DFP.003	DFP.004	DFP.005	DFP.006	DFP.007	DFP.008	DFP.009	DFP.010	DFP.011	DFP.012	DFP.013	DFP.014	DFP.015	DFP.016	DFP.017	DFP.018	DFP.019	DFP.020	DFP.021	DFP.022	DFP.023
859	Root (98%); Bacteria (98%); Planctomycetota (98%); Planctomycetes (98%); Isosphaerales (98%); Isosphaeraceae (98%); Tundrisphaera (85.1%)	ASV1784	25	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0
860	Root (81.8%); Bacteria (81.8%); Bacteroidota (81.8%); Bacteroidia (81.8%); Flavobacteriales (80.9%); Crocinitomicaceae (80.2%); Fluviicola (73.5%)	ASV1785	7	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
861	Root (100%); Bacteria (100%); Bacteroidota (100%); Bacteroidia (100%); Cytophagales (100%); Hymenobacteraceae (100%); Hymenobacter (100%)	ASV1786	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	14	42	18	17	0	0	0	0	0	21	0	0	0	0	0
862	Root (92.6%); Bacteria (92.6%); Proteobacteria (92.6%); Alphaproteobacteria (92.6%); Sphingomonadales (90.8%); Sphingomonadaceae (90.8%); unclassified_Sphingomonadaceae (90.8%)	ASV1787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	25	66	0	0	0
863	Root (97.7%); Bacteria (97.7%); Proteobacteria (97.7%); Gammaproteobacteria (97.7%); Burkholderiales (96.6%); unclassified_Burkholderiales (96.6%)	ASV1788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	80	0	7	0	0	0	0	0	0
864	Root (63.2%); Bacteria (63.2%); unclassified_Bacteria (63.2%)	ASV1789	46	34	3	0	0	0	9	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
865	Root (99.5%); Bacteria (99.5%); Proteobacteria (99.5%); Gammaproteobacteria (99.5%); Burkholderiales (98.4%); Comamonadaceae (93%); unclassified_Comamonadaceae (93%)	ASV179	0	0	0	0	0	0	0	0	0	0	0	0	0	36	97	0	5051	4071	1693	0	0	0	77	0	0	93	0	0	0	0	0	0	0
866	Root (65.4%); Bacteria (64.7%); Planctomycetota (63.3%); Phycisphaerae (62.8%); Tepidisphaerales (62.1%); unclassified_Tepidisphaerales (62.1%)	ASV1790	14	0	0	26	0	0	24	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
867	Root (69.1%); Bacteria (69.1%); Planctomycetota (68.6%); Planctomycetes (68%); Isosphaerales (67.2%); Isosphaeraceae (67.2%); unclassified_Isosphaeraceae (67.2%)	ASV1791	0	47	0	0	0	0	12	42	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
868	Root (100%); Bacteria (100%); Bacteroidota (100%); Bacteroidia (100%); Cytophagales (100%); Spirosomaceae (100%); Dyadobacter (96.2%)	ASV1792	0	0	0	0	0	0	21	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
869	Root (100%); Bacteria (100%); Proteobacteria (100%); Alphaproteobacteria (100%); Sphingomonadales (98.1%); Sphingomonadaceae (98.1%); Sphingomonas (66.2%)	ASV1793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0
870	Root (50.3%); unclassified_Root (50.3%)	ASV1794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0
871	Root (93.2%); Bacteria (93.2%); Cyanobacteria (93.2%); Cyanobacteriia (93.2%); Chloroplast (93.2%)	ASV1795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	71	37	0	0	0
872	Root (59.1%); unclassified_Root (59.1%)	ASV1796	43	18	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
873	Root (97.6%); Bacteria (97.6%); Proteobacteria (97.6%); Gammaproteobacteria (97.6%); Xanthomonadales (97.6%); Xanthomonadaceae (97.6%); Stenotrophomonas (91.5%)	ASV1797	18	90	0	0	0	0	0	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
874	Root (33.5%); unclassified_Root (33.5%)	ASV1798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	12	0	0	0	0	0	0
875	Root (50.2%); unclassified_Root (50.2%)	ASV1799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	49	34	0	0
876	Root (94.5%); Bacteria (94.5%); Proteobacteria (94.5%); Alphaproteobacteria (94.5%); Rhodobacterales (84.8%); Rhodobacteraceae (84.8%); unclassified_Rhodobacteraceae (84.8%)	ASV18	22438	15264	12581	4396	17156	115	927	9950	6202	637	0	0	0	209	16	0	70	28	0	643	4114	110	706	912	212	125	83	0	5211	9850	2910	0	0
877	Root (100%); Bacteria (100%); Proteobacteria (100%); Alphaproteobacteria (100%); Rhizobiales (99.1%); Rhizobiaceae (97.1%); unclassified_Rhizobiaceae (97.1%)	ASV180	3401	56	0	0	0	24	30	448	36	0	3524	117	0	0	0	0	0	33	183	63	47	0	22	1317	42	34	535	332	500	33	0	210	104
878	Root (93.9%); Bacteria (93.9%); Proteobacteria (93.9%); Alphaproteobacteria (93.9%); Sphingomonadales (93.9%); Sphingomonadaceae (93.9%); Novosphingobium (73.3%)	ASV1800	22	32	11	0	0	0	10	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
879	Root (77.8%); Bacteria (77.8%); Verrucomicrobiota (76.5%); Verrucomicrobiae (76.5%); Chthoniobacterales (70.4%); Chthoniobacteraceae (69.1%); Chthoniobacter (62.5%)	ASV1801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	28	16	36	0	0	0	0	0	0	0
880	Root (90.3%); Bacteria (90.3%); Proteobacteria (90.3%); Gammaproteobacteria (90.3%); Burkholderiales (88.4%); unclassified_Burkholderiales (88.4%)	ASV1802	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
881	Root (97.3%); Bacteria (97.3%); Proteobacteria (97.3%); Gammaproteobacteria (97.3%); 211ds20 (85.8%)	ASV1803	55	0	0	0	0	0	21	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
882	Root (98.8%); Bacteria (98.8%); Proteobacteria (98.8%); Alphaproteobacteria (98.8%); Rhizobiales (98.8%); Beijerinckiaceae (95%); unclassified_Beijerinckiaceae (95%)	ASV1804	52	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	24	0	0	0	0
883	Root (94.1%); Bacteria (94.1%); Proteobacteria (94.1%); Alphaproteobacteria (94.1%); Rhizobiales (94.1%); Beijerinckiaceae (94.1%); unclassified_Beijerinckiaceae (94.1%)	ASV1805	6	7	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	11	0	45	8	0	0	6	0	12	0
884	Root (94.8%); Bacteria (94.8%); Proteobacteria (94.8%); Gammaproteobacteria (94.8%); Xanthomonadales (94.8%); Xanthomonadaceae (94.8%); Pseudoxanthomonas (91%)	ASV1806	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
885	Root (76.4%); Bacteria (76.4%); Proteobacteria (75.8%); Alphaproteobacteria (73%); Paracaedibacterales (70.8%); Paracaedibacteraceae (70.8%); Candidatus Paracaedibacter (70%)	ASV1807	0	0	0	88	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
886	Root (57.2%); unclassified_Root (57.2%)	ASV1808	0	0	0	0	0	6	5	40	0	0	0	0	0	0	0	5	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0
887	Root (89.5%); Bacteria (89.5%); Proteobacteria (88.6%); Gammaproteobacteria (88.6%); Enterobacterales (84.5%); unclassified_Enterobacterales (84.5%)	ASV1809	0	0	0	0	0	0	0	0	0	0	8	8	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	35
888	Root (100%); Bacteria (100%); Proteobacteria (100%); Gammaproteobacteria (100%); Burkholderiales (95.7%); Comamonadaceae (95.7%); unclassified_Comamonadaceae (95.7%)	ASV181	1445	2312	386	253	16	0	277	2294	0	98	0	0	0	0	0	0	0	0	0	46	0	0	14	0	73	217	3623	0	22	0	0	0	0
889	Root (85.8%); Bacteria (85.8%); Firmicutes (85.1%); Clostridia (85.1%); Clostridiales (73.7%); Clostridiaceae (73.7%); unclassified_Clostridiaceae (73.7%)	ASV1810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0
890	Root (84%); Bacteria (84%); Firmicutes (84%); Clostridia (81.5%); Hungateiclostridiaceae (75.6%); Ruminiclostridium (63.6%)	ASV1811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0
891	Root (100%); Bacteria (100%); Proteobacteria (100%); Alphaproteobacteria (100%); Rhizobiales (100%); A0839 (100%)	ASV1812	15	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	4	72	0	0	0	7	0	0	0
892	Root (88.3%); Bacteria (88.3%); Bacteroidota (88.3%); Bacteroidia (88.3%); Cytophagales (88.3%); Hymenobacteraceae (88.3%); Hymenobacter (88.3%)	ASV1813	0	0	8	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	23	0	0	0	0	0	0	0	0	0	0	0
893	Root (100%); Bacteria (100%); Proteobacteria (98.8%); Gammaproteobacteria (98.8%); Burkholderiales (98.8%); Comamonadaceae (98.8%); unclassified_Comamonadaceae (98.8%)	ASV1814	0	0	0	0	0	0	13	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
894	Root (63.3%); Bacteria (63.3%); unclassified_Bacteria (63.3%)	ASV1815	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	16	37	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
895	Root (98.5%); Bacteria (98.5%); Proteobacteria (98.5%); Alphaproteobacteria (98.5%); Rickettsiales (98.5%); SM2D12 (98.5%)	ASV1816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	3	0	0	0	14	0	0	0	0	0	32	0	0	0	0	0
896	Root (100%); Bacteria (100%); Bacteroidota (100%); Bacteroidia (100%); Sphingobacteriales (100%); Sphingobacteriaceae (100%); Pedobacter (88%)	ASV1817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	68	0	0	0	0	0	13	0
897	Root (82.3%); Bacteria (82.3%); Firmicutes (82.3%); Clostridia (82.3%); Clostridiales (72%); Clostridiaceae (70.9%); unclassified_Clostridiaceae (70.9%)	ASV1819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0
898	Root (96.3%); Bacteria (96.3%); Proteobacteria (96.3%); Gammaproteobacteria (96.3%); Burkholderiales (96.3%); Chitinibacteraceae (95.5%); Chitinibacter (93.8%)	ASV182	0	0	0	0	3	0	0	0	0	0	0	0	0	10686	0	0	11	301	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0
899	Root (85%); Bacteria (85%); Proteobacteria (83.3%); Gammaproteobacteria (83.3%); Xanthomonadales (77.3%); Rhodanobacteraceae (75.8%); unclassified_Rhodanobacteraceae (75.8%)	ASV1820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	107	0	0	0	0	0	0	0
900	Root (100%); Bacteria (100%); Proteobacteria (100%); Alphaproteobacteria (100%); Rhizobiales (100%); Rhizobiales Incertae Sedis (95.7%); Phreatobacter (94.8%)	ASV1821	9	48	16	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
901	Root (94.5%); Bacteria (94.5%); Proteobacteria (94.5%); Alphaproteobacteria (94.5%); Caulobacterales (93.5%); Caulobacteraceae (93.5%); Brevundimonas (92.6%)	ASV1822	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
902	Root (68.6%); Bacteria (68.1%); Bdellovibrionota (62.5%); Bdellovibrionia (62.5%); Bdellovibrionales (62.5%); Bdellovibrionaceae (62.5%); Bdellovibrio (62.5%)	ASV1823	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	20	82	0	0	0	0	0	0
903	Root (95.1%); Bacteria (95.1%); Bacteroidota (95.1%); Bacteroidia (95.1%); Sphingobacteriales (95.1%); Sphingobacteriaceae (95.1%); Mucilaginibacter (80.9%)	ASV1824	0	0	0	0	0	0	51	32	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0
904	Root (44.7%); unclassified_Root (44.7%)	ASV1825	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0
905	Root (100%); Bacteria (100%); Proteobacteria (100%); Alphaproteobacteria (100%); Sphingomonadales (98.9%); Sphingomonadaceae (98.9%); Sphingomonas (79.1%)	ASV1826	0	0	0	0	0	0	0	0	0	0	0	0	0	14	8	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	14	56
906	Root (33.7%); unclassified_Root (33.7%)	ASV1827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0
907	Root (87.5%); Bacteria (87.5%); Proteobacteria (87.5%); Alphaproteobacteria (87.5%); Rhizobiales (84.1%); Devosiaceae (74.7%); unclassified_Devosiaceae (74.7%)	ASV1828	0	0	0	0	0	0	13	27	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
908	Root (86.9%); Bacteria (86.9%); Proteobacteria (86.9%); Alphaproteobacteria (86.9%); Acetobacterales (83.9%); Acetobacteraceae (83.9%); unclassified_Acetobacteraceae (83.9%)	ASV1829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	9	65	27	0	0	0	0	0	0	0	0	0	0	0	0
909	Root (79.3%); Bacteria (79.3%); Cyanobacteria (78%); Cyanobacteriia (78%); Chloroplast (76.8%)	ASV183	538	3254	138	512	0	0	60	639	49	121	0	0	0	0	0	0	28	0	0	1611	3434	0	12	13	608	0	0	0	0	0	0	0	0
910	Root (96.9%); Bacteria (96.9%); Patescibacteria (96.9%); Gracilibacteria (96.9%); Absconditabacteriales (SR1) (96.9%)	ASV1830	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
911	Root (58.2%); unclassified_Root (58.2%)	ASV1831	106	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
912	Root (100%); Bacteria (100%); Bacteroidota (100%); Bacteroidia (100%); Sphingobacteriales (100%); Sphingobacteriaceae (100%); Mucilaginibacter (98.1%)	ASV1832	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	26	0	6	54	0	0	0	0	0	0	0
913	Root (98.1%); Bacteria (98.1%); Proteobacteria (98.1%); Alphaproteobacteria (98.1%); Sphingomonadales (98.1%); Sphingomonadaceae (98.1%); Novosphingobium (77.3%)	ASV1833	0	0	33	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	17	0	0	0	0	0	0	0	0	0
914	Root (58.4%); unclassified_Root (58.4%)	ASV1834	0	0	0	0	0	4	0	0	0	0	55	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
915	Root (100%); Bacteria (100%); Firmicutes (100%); Limnochordia (100%); Hydrogenispora (100%)	ASV1835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114
916	Root (27.8%); unclassified_Root (27.8%)	ASV1836	7	0	3	0	0	0	10	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0
917	Root (75%); Bacteria (75%); Proteobacteria (75%); Gammaproteobacteria (75%); unclassified_Gammaproteobacteria (75%)	ASV1837	0	0	0	0	3	13	47	29	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
918	Root (33.8%); unclassified_Root (33.8%)	ASV1838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0
919	Root (65.7%); Bacteria (65.7%); Bacteroidota (65.7%); Bacteroidia (65.7%); unclassified_Bacteroidia (65.7%)	ASV1839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	110	0	0	0	0	0	0	0
920	Root (100%); Bacteria (100%); Verrucomicrobiota (100%); Verrucomicrobiae (100%); Verrucomicrobiales (100%); Rubritaleaceae (100%); Luteolibacter (100%)	ASV184	2135	0	0	244	0	0	162	296	599	0	0	0	0	0	0	0	0	0	0	793	134	0	331	3295	98	0	0	0	2161	813	0	0	0
921	Root (59.7%); unclassified_Root (59.7%)	ASV1840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0
922	Root (100%); Bacteria (100%); Planctomycetota (100%); Planctomycetes (100%); Planctomycetales (100%); Schlesneriaceae (100%); Schlesneria (100%)	ASV1841	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
923	Root (53.5%); unclassified_Root (53.5%)	ASV1842	0	0	17	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	77	0	0	0	0	0	0
924	Root (81.1%); Bacteria (81.1%); Proteobacteria (79.6%); Gammaproteobacteria (79.6%); Xanthomonadales (72.8%); unclassified_Xanthomonadales (72.8%)	ASV1843	0	0	12	0	0	0	0	22	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
925	Root (97.1%); Bacteria (97.1%); Bacteroidota (97.1%); Bacteroidia (97.1%); Cytophagales (97.1%); Spirosomaceae (96.3%); Dyadobacter (91.8%)	ASV1844	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
926	Root (100%); Bacteria (100%); Bacteroidota (100%); Bacteroidia (100%); Chitinophagales (100%); Chitinophagaceae (100%); Taibaiella (100%)	ASV1845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0
927	Root (87.4%); Bacteria (87.4%); Bacteroidota (87.4%); Bacteroidia (87.4%); Cytophagales (86.7%); Hymenobacteraceae (85.2%); Hymenobacter (81%)	ASV1846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0
928	Root (98.7%); Bacteria (98.7%); Patescibacteria (98.7%); Saccharimonadia (98.7%); Saccharimonadales (98.7%); Saccharimonadaceae (98.7%); TM7a (95.7%)	ASV1847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0
929	Root (100%); Bacteria (100%); Verrucomicrobiota (100%); Verrucomicrobiae (100%); Chthoniobacterales (100%); Terrimicrobiaceae (100%); Terrimicrobium (100%)	ASV1848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0
930	Root (100%); Bacteria (100%); Verrucomicrobiota (100%); Verrucomicrobiae (100%); Chthoniobacterales (100%); Chthoniobacteraceae (100%); Chthoniobacter (98.9%)	ASV1849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	56	0	0	0	0	0	0
931	Root (100%); Bacteria (100%); Actinobacteriota (100%); Actinobacteria (100%); Micrococcales (100%); Sanguibacteraceae (60.1%); Sanguibacter (60.1%)	ASV185	39	62	0	1536	820	5377	21	185	616	0	71	32	30	47	23	113	22	72	719	10	37	278	160	331	0	37	260	31	10	9	5	0	0
932	Root (60.7%); Bacteria (60.7%); unclassified_Bacteria (60.7%)	ASV1850	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
933	Root (48.6%); unclassified_Root (48.6%)	ASV1851	104	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
934	Root (100%); Bacteria (100%); Proteobacteria (100%); Alphaproteobacteria (100%); Sphingomonadales (100%); Sphingomonadaceae (100%); Novosphingobium (83.4%)	ASV1852	28	8	16	0	0	0	0	29	0	0	0	0	0	0	0	0	7	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0
935	Root (90.3%); Bacteria (90.3%); Verrucomicrobiota (90.3%); Verrucomicrobiae (90.3%); Verrucomicrobiales (90.3%); Verrucomicrobiaceae (89.4%); Prosthecobacter (80.9%)	ASV1853	22	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0
936	Root (83.5%); Bacteria (83.5%); Planctomycetota (83.5%); Planctomycetes (83.5%); Gemmatales (83.5%); Gemmataceae (83.5%); Fimbriiglobus (73.6%)	ASV1854	15	33	13	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
937	Root (91.7%); Bacteria (91.7%); Bacteroidota (91.7%); Bacteroidia (91.7%); Cytophagales (91.7%); Hymenobacteraceae (90.9%); Hymenobacter (90.9%)	ASV1855	14	0	0	12	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	19	37	0	0	0	0	0	0	0	0	0	0	0	0
938	Root (56.5%); unclassified_Root (56.5%)	ASV1856	12	70	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	14	0	0	0	0
939	Root (57.1%); unclassified_Root (57.1%)	ASV1857	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	94	0	0	0	0	0	0	0	0	0	0
940	Root (89.3%); Bacteria (89.3%); Bacteroidota (89.3%); Bacteroidia (89.3%); Chitinophagales (89.3%); Chitinophagaceae (88.4%); unclassified_Chitinophagaceae (88.4%)	ASV1858	0	0	0	15	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
941	Root (50.5%); unclassified_Root (50.5%)	ASV1859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0
942	Root (86.2%); Bacteria (86.2%); Bacteroidota (86.2%); Bacteroidia (86.2%); Chitinophagales (86.2%); Chitinophagaceae (86.2%); Edaphobaculum (76.4%)	ASV186	0	0	0	20	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	198	14	0	10443	84	0	0	0	0	0
943	Root (97%); Bacteria (97%); Planctomycetota (97%); Planctomycetes (97%); Gemmatales (97%); Gemmataceae (97%); Fimbriiglobus (97%)	ASV1860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0
944	Root (89%); Bacteria (89%); Planctomycetota (89%); Planctomycetes (89%); Gemmatales (89%); Gemmataceae (89%); Gemmata (75.1%)	ASV1861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0
945	Root (100%); Bacteria (100%); Actinobacteriota (100%); Actinobacteria (100%); Propionibacteriales (100%); Nocardioidaceae (100%); Nocardioides (98.9%)	ASV1863	16	30	18	18	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
946	Root (91.4%); Bacteria (91.4%); Bacteroidota (91.4%); Bacteroidia (90.8%); Cytophagales (90.8%); Hymenobacteraceae (90.8%); Hymenobacter (86.1%)	ASV1864	0	18	12	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	12	2	0	0	0	0	0	0	0	0	0	0
947	Root (92%); Bacteria (92%); Bacteroidota (92%); Bacteroidia (92%); Sphingobacteriales (91.1%); NS11-12 marine group (91.1%)	ASV1865	0	0	0	0	0	0	3	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0
948	Root (100%); Bacteria (100%); Proteobacteria (100%); Alphaproteobacteria (100%); Acetobacterales (100%); Acetobacteraceae (100%); Belnapia (95.7%)	ASV1866	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	24	16	0	0	10	0	0	8	0	0	18	0	8	16
949	Root (55.3%); unclassified_Root (55.3%)	ASV1867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
950	Root (97.2%); Bacteria (97.2%); Firmicutes (97.2%); Clostridia (96.1%); Clostridiales (95.4%); Clostridiaceae (95.4%); unclassified_Clostridiaceae (95.4%)	ASV1868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
951	Root (70.4%); Bacteria (70.4%); Planctomycetota (69.8%); Planctomycetes (69.8%); Isosphaerales (69.8%); Isosphaeraceae (69.8%); unclassified_Isosphaeraceae (69.8%)	ASV1869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0
952	Root (69.6%); Bacteria (69.6%); Verrucomicrobiota (67.3%); Verrucomicrobiae (66.7%); Verrucomicrobiales (64.7%); Verrucomicrobiaceae (62.1%); unclassified_Verrucomicrobiaceae (62.1%)	ASV187	77	18	0	0	0	0	181	1388	9113	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
953	Root (100%); Bacteria (100%); Verrucomicrobiota (100%); Verrucomicrobiae (100%); Chthoniobacterales (100%); Chthoniobacteraceae (100%); Chthoniobacter (100%)	ASV1871	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0
